board_name,url,Overall Rating,Riding Style,Riding Level,Fits Boot size (US),Manufactured in,Shape,Camber Profile,Stance,Approx. Weight,Powder,Turning Experience,Carving,Speed,Uneven Terrain,Switch,Jumps,Jibbing,Pipe,year,gender,id
Lib Tech Cold Brew,https://thegoodride.com/snowboard-reviews/lib-tech-cold-brew-2018-2020-snowboard-review,Pretty Good,Freeride,Beginner - Expert,"< 8, 8-10, 10-12, > 12",USA by Mervin,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Average,Average,Average,Poor,Average,"['2018', '2020']",mens,b'cjv2ZOQovKIOSZ6y5RPjOjMZ3fs='
Lib Tech Double Dip,https://thegoodride.com/snowboard-reviews/lib-tech-double-dip-2018-2019-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12, > 12",USA by Mervin,True Twin,Hybrid Rocker,Centered,Feels Normal,Good,Good,Good,Good,Good,Great,Good,Good,Great,"['2018', '2019']",mens,b'J9CuJG+369Otp4uXiqR3gIrQVbc='
Lib Tech Doughboy Shredder,https://thegoodride.com/snowboard-reviews/lib-tech-doughboy-shredder-2019-snowboard-review,Liked it!,Freeride,Expert,"8-10, 10-12",USA by Mervin,Directional,Mostly Camber,Setback over 20mm,Feels Heavy,Good,Great,Great,Excellent,Poor,Good,Average,Poor,Poor,['2019'],mens,b'M+GKc6aE1PrVthugFaUJJLCAZ+c='
Lib Tech Dynamo,https://thegoodride.com/snowboard-reviews/lib-tech-dynamo-2020-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Good,Good,Good,Great,Average,Great,['2020'],mens,b'IJj11kRxvbOUoykPJqS2IBzrcqM='
Lib Tech EJack Knife,https://thegoodride.com/snowboard-reviews/lib-tech-ejack-knife-2018-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Average,Excellent,Excellent,Great,Good,Good,Great,Poor,Great,"['2018', '2019']",mens,b'UidKSZ+FGB2J7n3bQ9tUq8s1qQQ='
Lib Tech Hot Knife,https://thegoodride.com/snowboard-reviews/lib-tech-hot-knife-2013-2019-snowboard-review,Liked it!,All Mountain Freestyle,Advanced - Expert,"8-10, 10-12, > 12",USA by Mervin,True Twin,Mostly Camber,Centered,Feels Heavy,Poor,Great,Great,Good,Good,Great,Great,Average,Great,"['2013', '2019']",mens,b'uZgNTvvTJXKySwqKULJsFjpLEKk='
Lib Tech Jamie Lynn Dagmar,https://thegoodride.com/snowboard-reviews/lib-tech-jamie-lynn-dagmar-2019-2020-snowboard-review,Pretty Good,Freeride,Beginner - Expert,"< 8, 8-10, 10-12",USA by Mervin,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Great,Average,Good,Average,Good,"['2019', '2020']",mens,b'hu61q8XTo6OmvTxWdXera3uN/Iw='
Lib Tech Jamie Lynn Titty Fish,https://thegoodride.com/snowboard-reviews/lib-tech-jamie-lynn-titty-fish-2019-2020-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Good,Average,Great,Poor,Great,"['2019', '2020']",mens,b'RpynmBSM4FImkahACguWy8Y1WDA='
Lib Tech Lando Phoenix,https://thegoodride.com/snowboard-reviews/lib-tech-lando-phoenix-2010-2019-snowboard-review,Liked it!,All Mountain,Beginner - Expert,"8-10, 10-12",USA by Mervin,Twinish,Hybrid Rocker,Setback over 20mm,Feels Heavy,Good,Good,Good,Great,Average,Good,Good,Average,Good,"['2010', '2019']",mens,b'b0WadiEiRH3L6T2sBOY7hiq8dPc='
Lib Tech Lost Quiver Killer,https://thegoodride.com/snowboard-reviews/lib-tech-lost-quiver-killer-2021-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Good,Good,Good,Good,Average,Good,['2021'],mens,b'j/eVAzBGKo/mMpJ4tPTM21Etw2c='
Lib Tech Lost Retro Ripper,https://thegoodride.com/snowboard-reviews/lib-tech-lost-retro-ripper-2021-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Great,Excellent,Excellent,Great,Average,Poor,Good,Poor,Average,['2021'],mens,b'm7O2+xs1TOG/18d07Zbk+t2NgOc='
Lib Tech  Lost Rocket,https://thegoodride.com/snowboard-reviews/lib-tech-lost-rocket-2018-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Average,Good,Poor,Good,"['2018', '2020']",mens,b'/Z74Kx5g7VPtGM9Wr1O1V9dfzR4='
Lib Tech Lost Round Nose Fish,https://thegoodride.com/snowboard-reviews/lib-tech-lost-round-nose-fish-2019-snowboard-review,Loved it!,Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Good,Average,Average,Good,Great,Good,Great,Average,Great,['2019'],mens,b'YKxnpUklzI0zuZ0hKh33i7I1HCA='
Lib Tech Lost Twin Rocket,https://thegoodride.com/snowboard-reviews/lib-tech-lost-twin-rocket-2018-snowboard-review,Pretty Good,Freeride,Advanced - Expert,"10-12, > 12",USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Average,Good,Good,Poor,Good,['2018'],mens,b'0CZmw0JTTg6S1Lx/HoMyAmdr5lQ='
Lib Tech Magic BM,https://thegoodride.com/snowboard-reviews/lib-tech-magic-bm-2020-snowboard-review,None,All Mountain,Beginner - Expert,"8-10, 10-12",USA by Mervin,Directional,Hybrid Rocker,Setback over 20mm,Feels Light,Good,Average,Average,Average,Good,Good,Good,Good,Good,['2020'],mens,b'dgUAmqvEeYrsoPZuxQepXnmsDLQ='
Lib Tech MC Snake Kink,https://thegoodride.com/snowboard-reviews/lib-tech-mc-snake-kink-2021-snowboard-review,None,Freeride,Advanced - Expert,8-10,USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Good,Good,Average,Good,Average,Great,['2021'],mens,b'X1r7d+qyoLml5icR2XnWxAVue7g='
Lib Tech MC Step Tail,https://thegoodride.com/snowboard-reviews/lib-tech-mc-step-tail-2018-snowboard-review,It´s OK,Alternative Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Good,Average,Poor,Good,Poor,Good,['2018'],mens,b'tRaUls/Fk/biKjI0MKFVqIyThro='
Lib Tech MC Wayfinder,https://thegoodride.com/snowboard-reviews/lib-tech-mc-wayfinder-2019-2020-snowboard-review,Liked it!,Alternative Freeride,Beginner - Expert,8-10,USA by Mervin,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Average,Average,Average,Good,Average,Good,Average,Good,"['2019', '2020']",mens,b'3BRwaDa2O2448uvOgH6bRhp2JBo='
Lib Tech Short Fat,https://thegoodride.com/snowboard-reviews/lib-tech-short-fat-2018-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Good,Poor,Good,Poor,Average,['2018'],mens,b'Jv3AJ75zIYf34OW0JoF6ChNNnyk='
Lib Tech Short Wide,https://thegoodride.com/snowboard-reviews/lib-tech-short-wide-2021-snowboard-review,None,Alternative Freeride,Expert,8-10,USA by Mervin,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Good,Average,Average,Good,Poor,Average,['2021'],mens,b'tTz+BOqO0A6Vg5A7UQUsRoJqWWg='
Lib Tech Skate Banana,https://thegoodride.com/snowboard-reviews/lib-tech-skate-banana-2010-2017-snowboard-review,Liked it!,Freestyle,Beginner - Expert,"8-10, 10-12, > 12",USA by Mervin,True Twin,Continuous Rocker,Centered,Feels Heavy,Average,Average,Average,Average,Good,Great,Average,Great,Good,"['2010', '2017']",mens,b'd9GzgOAzChkCBuOuZFHxHrHN77U='
Lib Tech Skunk Ape HP,https://thegoodride.com/snowboard-reviews/lib-tech-skunk-ape-hp-2013-2020-snowboard-review,Liked it!,All Mountain,Beginner - Expert,> 12,USA by Mervin,Directional Twin,Hybrid Rocker,Setback -12.5mm,Feels Normal,Good,Good,Good,Good,Good,Good,Great,Good,Great,"['2013', '2020']",mens,b'KfFz20v6DCngkraluspWfjwvYg0='
Lib Tech Stump Ape,https://thegoodride.com/snowboard-reviews/lib-tech-stump-ape-2019-2020-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,> 12,USA by Mervin,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Good,Good,Good,Good,Average,Good,Average,Good,"['2019', '2020']",mens,b'ayDvfWlTkyBfR1L70euyK1cLhh4='
Lib Tech Swiss Knife,https://thegoodride.com/snowboard-reviews/lib-tech-swiss-knife-2016-2020-snowboard-review,Liked it!,Freeride,Advanced - Expert,8-10,USA by Mervin,Tapered Directional,Mostly Camber,Centered,Feels Light,Average,Great,Great,Great,Good,Good,Good,Average,Good,"['2016', '2020']",mens,b'7IjOE+IvBq/9fzI690Uzxwhvr6U='
Lib Tech T Ras,https://thegoodride.com/snowboard-reviews/lib-tech-t-ras-2020-snowboard-review,None,All Mountain Freestyle,Intermediate - Expert,10-12,USA by Mervin,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Great,Average,Great,Great,Average,Great,['2020'],mens,b'JgycHeT6noo+jRdqa+nSZJ7Zp+Y='
Lib Tech T.Rice Orca,https://thegoodride.com/snowboard-reviews/lib-tech-t-rice-orca-2019-2021-snowboard-review,None,Alternative Freeride,Intermediate - Expert,10-12,USA by Mervin,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Good,Good,Great,Average,Average,Good,Poor,Average,"['2019', '2021']",mens,b'awHcnpkgTcbE6aNiLIZiCO+Z+1w='
Lib Tech Terrain Wrecker,https://thegoodride.com/snowboard-reviews/lib-tech-terrain-wrecker-2018-2020-snowbard-review,Loved it!,All Mountain,Beginner - Expert,"< 8, 8-10, 10-12, > 12",USA by Mervin,Directional Twin,Hybrid Rocker,Centered,Feels Normal,Good,Good,Good,Good,Good,Great,Great,Good,Great,"['2018', '2020']",mens,b'xaSRAKfVLWohlA5IE9xtzF2wX+E='
Lib Tech Travis Rice Climax,https://thegoodride.com/snowboard-reviews/lib-tech-travis-rice-climax-2017-2019-snowboard-review,Pretty Good,All Mountain,Advanced - Expert,10-12,USA by Mervin,Directional,Hybrid Rocker,Setback -20mm,Feels Light,Good,Good,Good,Great,Average,Good,Good,Poor,Good,"['2017', '2019']",mens,b'd/LP3jV8XRZfxTFCxwGndFIkuz8='
Lib Tech Travis Rice Gold Member,https://thegoodride.com/snowboard-reviews/lib-tech-travis-rice-gold-member-2016-2019-snowboard-review,Pretty Good,All Mountain,Advanced - Expert,"10-12, > 12",USA by Mervin,Directional,Hybrid Rocker,Setback -20mm,Feels Normal,Good,Good,Good,Great,Average,Good,Good,Poor,Great,"['2016', '2019']",mens,b'GY7ET5+Z5HbhSfBFvkq0KYPWj70='
Lib Tech Travis Rice Pro HP,https://thegoodride.com/snowboard-reviews/lib-tech-travis-rice-pro-hp-2016-2019-snowboard-review,Pretty Good,All Mountain Freestyle,Advanced - Expert,"8-10, 10-12",USA by Mervin,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Great,Good,Great,Great,Good,Great,"['2016', '2019']",mens,b'gTD2nkW7hFGijDQGpdUXVlm4bCA='
Lib Tech Travis Rice Speedodeeps,https://thegoodride.com/snowboard-reviews/lib-tech-travis-rice-speedodeeps-2014-2017-snowboard-review,Pretty Good,Powder,Advanced - Expert,10-12,USA by Mervin,True Twin,Hybrid Rocker,Centered,Feels Normal,Good,Average,Average,Good,Great,Great,Good,Average,Average,"['2014', '2017']",mens,b'enER4jOC5EQHwRG5GcJYcthRmho='
Lib Tech TRS Firepower,https://thegoodride.com/snowboard-reviews/lib-tech-trs-firepower-snowboard-2015-2019-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,8-10,USA by Mervin,Directional Twin,Hybrid Rocker,Centered,Feels Light,Average,Good,Good,Good,Good,Great,Great,Average,Excellent,"['2015', '2019']",mens,b'6DvS6W2w+l0OtAiy8entD/+ERro='
Lib Tech TRS HP,https://thegoodride.com/snowboard-reviews/lib-tech-trs-hp-2014-2020-snowboard-review,None,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",USA by Mervin,Directional Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Great,Good,Excellent,"['2014', '2020']",mens,b'EAjDiufICgYq0QWm9evlHyQV65A='
Lib Tech Utility Knife,https://thegoodride.com/snowboard-reviews/lib-tech-utility-knife-2017-snowboard-review,Pretty Good,Freestyle,Advanced - Expert,"8-10, 10-12",USA by Mervin,True Twin,Mostly Camber,Centered,None,Poor,Good,Good,Good,Good,Great,Great,Good,Great,['2017'],mens,b'4taFn8ocdLm7PVzowpCHaHL/E38='
Lib Tech Woodsmith Coho,https://thegoodride.com/snowboard-reviews/lib-tech-woodsmith-coho-2017-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,"8-10, 10-12",USA by Mervin,Tapered Directional,Mostly Camber,Setback -12.5mm,Feels Normal,Good,Great,Great,Good,Great,Poor,Average,Poor,Good,['2017'],mens,b'Oy+uGUlS20byUEW+n6ySv2v/Lu8='
Lib Tech Worlds Greenest Snowboard,https://thegoodride.com/snowboard-reviews/lib-tech-worlds-greenest-snowboard-2016-2018-review,Liked it!,Freeride,Advanced - Expert,8-10,USA by Mervin,Tapered Directional,Mostly Camber,Setback -12.5mm,Feels Normal,Average,Great,Great,Great,Good,Average,Good,Poor,Good,"['2016', '2018']",mens,b'66UfWZNPe1Y/Nzk2EWmI2yBLUqc='
Loaded Algernon,https://thegoodride.com/snowboard-reviews/loaded-algernon-2016--2019-snowboard-review,None,All Mountain,Advanced - Expert,"8-10, 10-12",USA-California,Directional Twin,Hybrid Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Great,Good,Great,Average,Great,"['2016', '2019']",mens,b'fAV60+ExoMQ5RuBJvsOBc0km0mg='
Lobster Aaron Schwartz Artist Edition,https://thegoodride.com/snowboard-reviews/lobster-aaron-schwartz-artist-edition-2020-snowboard-review,None,Alternative Freeride,Intermediate - Expert,"8-10, 10-12",Dubai by SWS,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Good,Great,Average,Good,Good,Average,['2020'],mens,b'S1afr5cqKs5l1/pun6LciSqapqM='
Lobster Halldor Pro,https://thegoodride.com/snowboard-reviews/lobster-halldor-pro-2020-snowboard-review,Not for us,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",Dubai by SWS,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Average,Average,Good,Great,Great,Great,Good,Average,['2020'],mens,b'SH3E1oQM/TEH3Igi7iKCWf1Yf0w='
Marhar Archaic,https://thegoodride.com/snowboard-reviews/marhar-archaic-2018-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",USA by Marhar,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Average,Good,Good,Great,Good,Good,Good,['2018'],mens,b'uKgS1qXoszUjMHT6ojWg/yc7Zr4='
Marhar Darkside,https://thegoodride.com/snowboard-reviews/marhar-darkside-2018-snowboard-review,Loved it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",USA by Marhar,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Great,Good,Great,Good,Great,Great,Average,Great,['2018'],mens,b'atoyJLdhGqK0UBZiXEZUye7FDKw='
Marhar Half Breed,https://thegoodride.com/snowboard-reviews/marhar-half-breed-2018-snowboard-review,Liked it!,Jib / Street,Beginner - Expert,"8-10, 10-12",USA by Marhar,True Twin,Flat to Rocker,Centered,Feels Normal,Average,,,,,,,,,['2018'],mens,b'HFEEwM1Xydoay7+473Xi9yzx76c='
Marhar Lumberjack,https://thegoodride.com/snowboard-reviews/marhar-lumberjack-2018-snowboard-review,Liked it!,Powder,Intermediate - Expert,"8-10, 10-12",USA by Marhar,True Twin,Flat to Rocker,Centered,Feels Normal,Good,Average,Average,Good,Good,Great,Good,Great,Average,['2018'],mens,b'lYvistd8JAposO5TB+ZEKthaPkQ='
Marhar Regent,https://thegoodride.com/snowboard-reviews/marhar-regent-2018-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",USA by Marhar,True Twin,Flat to Rocker,Centered,Feels Normal,Average,Good,Average,Good,Great,Great,Good,Good,Good,['2018'],mens,b'O1bnxVvdhZCYgPtQQbIFFBnS22E='
Marhar Woodsman,https://thegoodride.com/snowboard-reviews/marhar-woodsman-2018-snowboard-review,Liked it!,Powder,Intermediate - Expert,8-10,USA by Marhar,Tapered Directional,Flat to Rocker,Centered,Feels Normal,Great,Average,Average,Average,Good,Poor,Average,Good,Average,['2018'],mens,b'1DEjdHc+cRm6zehx1Qtx0RusDNo='
Moss Snowstick 58 Swallow,https://thegoodride.com/snowboard-reviews/moss-snowstick-58-swallow-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Excellent,Great,Great,Average,Average,Poor,Average,Poor,Average,[],mens,b'IDPZI1u2xmNMLAbMc/0mVK3D6pQ='
Moss Snowstick  C3,https://thegoodride.com/snowboard-reviews/moss-snowstick-c3-2019-2020-snowboard-review,None,Alternative Freeride,Advanced -,"< 8, 8-10",None,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Light,Great,Good,Good,Average,Average,Poor,Average,Poor,Average,"['2019', '2020']",mens,b'A6ioY8Ks1JLFwRL6wlGCccDWdLk='
Moss Snowstick Jellyfish,https://thegoodride.com/snowboard-reviews/moss-snowstick-jellyfish-2019-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Excellent,Great,Great,Average,Average,Poor,Average,Poor,Average,"['2019', '2020']",mens,b'BiFVtD2dJY4XJplIJ1McZjzHaG0='
Moss Snowstick Performance Quad 54,https://thegoodride.com/snowboard-reviews/moss-snowstick-performance-quad-54-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Great,Great,Good,Average,Good,Poor,Poor,Poor,Average,[],mens,b'u+iEddIG6xww/+kp9e3o15LwCv0='
Moss Snowstick Performance Quad 60,https://thegoodride.com/snowboard-reviews/moss-snowstick-performance-quad-60-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Good,Good,Good,Poor,Average,Poor,Average,[],mens,b'pXa61r25UbhVOcagNeswbUS2FIs='
Moss Snowstick U4,https://thegoodride.com/snowboard-reviews/moss-snowstick-u4-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Average,Good,Poor,Average,Poor,Average,[],mens,b'nuJbS4lIQLFvMA1deKznxU4PEcU='
Moss Snowstick  U5,https://thegoodride.com/snowboard-reviews/moss-snowstick-u5-snowboard-revie,Liked it!,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Good,Good,Good,Poor,Average,Poor,Average,[],mens,b'4IMRB49/t0dEG1HnW721qRUQ2pM='
Moss Snowstick Wing Swallow 49,https://thegoodride.com/snowboard-reviews/moss-snowstick-wing-swallow-49-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Average,Good,Poor,Poor,Poor,Average,[],mens,b'4UUZ3pWg0NBn+m9mRQKQb0Lt96s='
Moss Snowstick Wing Swallow 57,https://thegoodride.com/snowboard-reviews/moss-snowstick-wing-swallow-57-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Excellent,Good,Good,Average,Average,Poor,Average,Poor,Average,[],mens,b'ZKwJCoPPHHEj2V2WOhZ4O69W33s='
Never Summer Big Gun,https://thegoodride.com/snowboard-reviews/never-summer-big-gun-2018-2020-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Normal,Great,Great,Good,Great,Great,Average,Average,Poor,Average,"['2018', '2020']",mens,b'7A7jenx1sPiMInSXC+fPhj9O4Sk='
Never Summer Chairman,https://thegoodride.com/snowboard-reviews/never-summer-chairman-2015-2020-snowboard-review,Liked it!,Freeride,Intermediate - Expert,"8-10, 10-12, > 12",USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback -20mm,Feels Normal,Good,Great,Great,Great,Great,Average,Good,Average,Good,"['2015', '2020']",mens,b'8RT96J1jYuOa1knNNVltNsisdEU='
Never Summer Dipstick,https://thegoodride.com/snowboard-reviews/never-summer-dipstick-2020-snowboard-review,None,All Mountain Freestyle,Beginner - Expert,"8-10, 10-12",USA by Never Summer,True Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Good,Great,Great,Great,Good,Great,['2020'],mens,b'QwRWJj0k9OYBi4Z5FShnkgbQw4Q='
Never Summer East,https://thegoodride.com/snowboard-reviews/never-summer-east-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,USA by Never Summer,Tapered Directional,Hybrid Rocker,Setback over 20mm,Feels Heavy,Poor,Excellent,Excellent,Excellent,Average,Average,Average,Poor,Poor,['2020'],mens,b'bBvci3L7wISduKWrfn90h6HPenA='
Never Summer Funslinger,https://thegoodride.com/snowboard-reviews/never-summer-funslinger-2015-2020--snowboard-review,Loved it!,Freestyle,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,Asymmetrical Twin,Hybrid Rocker,Centered,Feels Normal,Average,Good,Good,Average,Great,Excellent,Great,Great,Great,"['2015', '2020']",mens,b'LVaUjFU8hfiM459VNxwYSONVqO0='
